db8b729019984028ba318e7b359c0414:11-12,1.0,j2UwJZmi5Y0 
8aa24c5739947869fb76f87caefb9cac:5-6,1.0,0 
6741f26fbd047dce786f26fbb78c0bca:0-2,1.0,0 
6741f26fbd047dce786f26fbb78c0bca:40-42,1.0,0 
6741f26fbd047dce786f26fbb78c0bca:87-89,1.0,0 
6741f26fbd047dce786f26fbb78c0bca:153-155,1.0,0 
6741f26fbd047dce786f26fbb78c0bca:227-229,1.0,0 
6741f26fbd047dce786f26fbb78c0bca:249-251,1.0,0 
6741f26fbd047dce786f26fbb78c0bca:275-277,1.0,0 
6741f26fbd047dce786f26fbb78c0bca:300-304,1.0,0 
6741f26fbd047dce786f26fbb78c0bca:340-342,1.0,0 
6741f26fbd047dce786f26fbb78c0bca:348-350,1.0,0 
6741f26fbd047dce786f26fbb78c0bca:506-507,1.0,9Oc0ZZxbUR4 DX8WkKz-yrE 
6741f26fbd047dce786f26fbb78c0bca:523-526,1.0,0 
f6c5ff304f76561f7ba90141cad1d199:7-8,1.0,0 
bcbfb2891f7ddf4e489ef81778aad2c1:47-47,1.0,0 
bcbfb2891f7ddf4e489ef81778aad2c1:67-68,1.0,9Oc0ZZxbUR4 DX8WkKz-yrE 
bcbfb2891f7ddf4e489ef81778aad2c1:544-546,1.0,0 
bcbfb2891f7ddf4e489ef81778aad2c1:560-562,1.0,0 
bcbfb2891f7ddf4e489ef81778aad2c1:604-604,1.0,0 
bcbfb2891f7ddf4e489ef81778aad2c1:618-618,1.0,0 
bcbfb2891f7ddf4e489ef81778aad2c1:867-868,1.0,0 
bcbfb2891f7ddf4e489ef81778aad2c1:878-879,1.0,0 
bcbfb2891f7ddf4e489ef81778aad2c1:886-889,1.0,0 
bcbfb2891f7ddf4e489ef81778aad2c1:890-893,1.0,0 
bcbfb2891f7ddf4e489ef81778aad2c1:988-988,1.0,0 
67328d515f7d13b73e1583cf336384fd:8-10,1.0,0 
67328d515f7d13b73e1583cf336384fd:20-22,1.0,0 
bc022d3dfff6c2494528e43945a7d145:52-53,1.0,aHC-QLlbyDE rLO7fMDggww 
951d91487e254900b9f5d441a45ff531:20-22,1.0,0 
951d91487e254900b9f5d441a45ff531:246-246,1.0,NcbTOYlgk-8 Tmm3x0h01ec _Auy40SMKQQ g2PNlxC56kY 
951d91487e254900b9f5d441a45ff531:273-273,1.0,NcbTOYlgk-8 Tmm3x0h01ec _Auy40SMKQQ g2PNlxC56kY 
f63c361fe5e7cfd6028175c8ddaff584:17-20,1.0,0 
6dc9c4cd35c0b0e429c889b773e85fb1:5-5,1.0,0 
d7ac128d7fbd95ffc7365763268b9fe4:51-51,1.0,0IzExQ5gZyE 1vqVnwSRaO4 23PSsR2AiK8 aDy7nZrDeZc eM5bzj7Cijs LaaxAQBmhOA lQkN-771B7Y Ocr05woF5lU Oo4sgnioaNs qe0Ad6u_oP0 sZX8Ge9XaVc TAY2TPUtri4 wkYO2OixNgw wourA5MyVYg 
2b974c971878b6ebaeea46a85eed11ca:22-24,1.0,0 
e5a5c1a8625d070607239d2d6248be6a:1-3,1.0,0 
30dfd5ff6b46226b14a82d3715fa5244:7-7,1.0,5pbbvym8gwA sefMjQ5Slyk 
96632e7cd657036353e612bee0190aa1:8-10,1.0,0 
3d421c28723a2f0e0b5d44935ce38ed6:8-9,1.0,ck1vvLJI01Y K6y8DBhmBKs rv3JLJy5ywQ 
3d421c28723a2f0e0b5d44935ce38ed6:19-19,1.0,K6y8DBhmBKs 
c298ac9b10bd42bda111895f70fe30e6:5-7,1.0,0 
c298ac9b10bd42bda111895f70fe30e6:10-10,1.0,_n9EtUCjceY Oon3JOJksUA -se-lVdC1Wk xRr-QAr2-Yk 
c298ac9b10bd42bda111895f70fe30e6:36-36,1.0,_n9EtUCjceY Oon3JOJksUA -se-lVdC1Wk xRr-QAr2-Yk 
b8efd0ccc6580677d26c267976abe837:30-31,1.0,QEaMXSWYlmY QG3udCE04gg tIll92qJkQ4 XoD9mAu8kHo 
53a2e942f57836d4e337eebd9811178f:161-163,1.0,0 
53a2e942f57836d4e337eebd9811178f:180-182,1.0,0 
53a2e942f57836d4e337eebd9811178f:197-199,1.0,0 
53a2e942f57836d4e337eebd9811178f:216-218,1.0,0 
53a2e942f57836d4e337eebd9811178f:349-350,1.0,0 
53a2e942f57836d4e337eebd9811178f:395-400,1.0,0 
2e28b3833b7527f9424dbb8ccb3a837f:339-341,1.0,0 
e8ca1ea25d03a12454c5fbf47d1af219:76-77,1.0,0 
d7fba06cb51b3059e263d33ce64f59e4:34-36,1.0,0 
05489f0c3b90648d6a35fd4e2a68f024:40-41,1.0,0 
e52cc78d5a0e65943f9329ac78802752:138-139,1.0,0 
e52cc78d5a0e65943f9329ac78802752:144-145,1.0,0 
e52cc78d5a0e65943f9329ac78802752:152-153,1.0,0XxwXg8NbDA 69wQ_NhpITU CSNT0T1_Yew gwdoysPATfY w2-sSA24n3c 
dd30e253895f2afb707f038c2bde1cc6:22-25,1.0,0 
7c9a49cfe71cad17f86bd91b67f7a084:1900-1901,1.0,0 
02b1f11df395480f556c0e5d35874471:282-282,1.0,9TV13rBt5-8 FBp3IAq_MUU 
02b1f11df395480f556c0e5d35874471:287-287,1.0,9TV13rBt5-8 FBp3IAq_MUU 
bf26bcc52631c85c815dd52f515ca89d:25-26,1.0,0 
7081aad9b5a5469b81a2edfbe0564cdc:95-95,1.0,6oeJd1ng61E CZDCRzAvmvQ SnMd59fcUHc ZzN4UgcHLxI fq246tpowuw gWi234xnUCA hao4XiEIeS0 iCuijAaPD9I oMoqZsz46oQ pWtvpktIsm4 vppcpN5je48 wRLruAWivFA zKdAGLr1h64 
8e142dcecfd6ba92dee738edbbf7ef11:119-120,1.0,0 
354cd8e7696ec21da065a1f2433be23b:77-78,1.0,0-1bkMDn-08 ChjTaYIFWGM HcbAxDzwEBY ncqgAEnPcCY PT5JzPy2IsA SXP0qkJVSTg XQX80w1utX4 
354cd8e7696ec21da065a1f2433be23b:90-91,1.0,e2SFvO_-7Xw HglJtp0R9S8 m_5PsvfADzA XY37m9R5j80 zkYAe7-ayBw ZxGxvJnWksQ 
354cd8e7696ec21da065a1f2433be23b:121-122,1.0,49jZAFW8SPM 5_bFeQautM8 CWAXghqtkSA EWFsnLVD6ag qrG8-f8lJEA we5IAsgbowI Y6lAtcxhKOU yQhJNKH6O2U 
04eea6710788e37e534951b540c41aa3:287-288,1.0,ClMlTS6RggA Wr3G0Qe2zeY 
04eea6710788e37e534951b540c41aa3:299-300,1.0,-JzluQ5H71g 0zZJMNuyqrs 1Mzi20fIAKE 25A7iTZuz10 2wIuYIOM6Fo 36OWjGcWdgM 3RQXZ0LHQls 4Nl00hJOv1c 4cNdVS75NUI 4wrratkjJa0 5SGAxob_L1Q 60nSAx4MaHc 6w3LXr22NVw 7OG34FFQHr8 8qEyPSSEGIY 8stisDuHa-g 8vNHFqtHYMM 91V-ifotY4o BP9RRiGdO5s BcXiRaYXC1s CEs60nZ05Es COg 
5f3c98f9fcc0dff7b0216745183fbc46:2-3,1.0,0 
b21b7de8dc06a9444a1e3baa2febc637:871-871,1.0,0 
9f2ad11ebf70439b3bc66ca989e7f6f5:19-20,1.0,0 
9f2ad11ebf70439b3bc66ca989e7f6f5:62-63,1.0,0 
c0bd736fa83f01f282dc344e204ac212:76-77,1.0,0 
c0bd736fa83f01f282dc344e204ac212:156-159,1.0,0 
1a23b0040be17bfbc040dadea927223b:9-9,1.0,9TV13rBt5-8 FBp3IAq_MUU 
a2992a148f7fef67a083fa2780edd5a2:8-9,1.0,0 
a2992a148f7fef67a083fa2780edd5a2:149-150,1.0,0 
79cb9bfa3fdf6599bf646afe426d644f:177-178,1.0,8X6vE_lQYzQ an3a0_tW2Z8 cFe3-f6LcKI DjNxG5KMteE DwEGG-Ae5Ws Igg_kNKZSU4 KWZqSE2BtOI ODjWBzU7wEI pUX0vPovuTk QynqxxwxEmU r3CpV3DILL0 rQYqfTJBvNo XlFKywfEp-8 
79cb9bfa3fdf6599bf646afe426d644f:183-185,1.0,0 
